Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Fax,canonical_Number per Site EHS,canonical_Head Start Fund,canonical_Program Name,canonical_Executive Director,canonical_Source,canonical_Center Director,canonical_Email Address,canonical_Progmod,canonical_Eearly Head Start Fund,canonical_Address,canonical_Number per Site HS,canonical_ECE Available Programs,canonical_Id,canonical_NAEYC Program Id,canonical_Program Option,canonical_Phone,canonical_Site name,canonical_Purple binder service type,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Length of Day,canonical_Zip,canonical_Agency,canonical_CC fund,canonical_Column2,canonical_Column,canonical_Director,canonical_IDHS Provider ID,canonical_NAEYC Valid Until,canonical_Website,canonical_Ounce of Prevention Description
5,0.618821382523,10,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Child Dev. Central Office- Hull House CDS-Homes,1030 W Van Buren St ,,9068600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1030 w van buren st',b'',b'',b'478',b'',b'',b'9068600',b'hull house association - child dev. central office- hull house cds-homes',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
6,0.618821382523,11,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10509 s torrence ave',b'',b'',b'12',b'',b'',b'3746466',b'catholic charities of the archdiocese of chicago - st. kevin',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
6,0.618821382523,12,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'10509 s torrence ave',b'',b'',b'12',b'',b'',b'3746466',b'catholic charities of the archdiocese of chicago - st. kevin',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
906,,13,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Community Learning Center,10612 S Wentworth ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.588179260492,14,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1100 s may st',b'',b'',b'14',b'',b'',b'6663787',b'catholic charities of the archdiocese of chicago - cordia marian',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
7,0.588179260492,15,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1100 s may st',b'',b'',b'14',b'',b'',b'6663787',b'catholic charities of the archdiocese of chicago - cordia marian',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
907,,16,CPS_Early_Childhood_Portal_scrape.csv, Thresholds - Thresholds Mothers' Project,1110 W Belmont Ave ,,4723558,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.618821382523,17,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,,6267760,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1120 n lamon ave',b'',b'',b'1233',b'',b'',b'6267760',b'bethel new life - molade child development center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
9,0.58497852087,18,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center - South-East Asia Center(Ainslie),1124 W Ainslie St ,,9897433,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',"b'7139it(child care it center), 7139ps (child care ps center &'",b'cps_early_childhood_portal_scrape.csv',b'www.se-asiacenter.org',b'',b'no',b'fe mendoza',b'1124 w ainslie st',b'',b'peter porr',b'18',b'',b'uptown',b'9897433',b'south east asia center - south-east asia center(ainslie)',b'',b'',b'south east asia center',b'part day/full day',b'60640',b'',b'no',b'',b'',b'',b'',b'fe mendoza',b'yes',b''
11,0.597103238106,19,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11410 s edbrooke avenue',b'',b'',b'1236',b'',b'',b'4681918',b'ada s. mckinley community services - mckinley - roseland',b'',b'',b'',b'half day/full day',b'60628',b'',b'',b'child care',b'',b'',b'',b'',b'',b''
11,0.597103238106,20,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11410 s edbrooke avenue',b'',b'',b'1236',b'',b'',b'4681918',b'ada s. mckinley community services - mckinley - roseland',b'',b'',b'',b'half day/full day',b'60628',b'',b'',b'child care',b'',b'',b'',b'',b'',b''
12,0.618821,21,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Truman,1145 W Wilson Ave ,,8781700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1145 w wilson ave',b'',b'',b'21',b'',b'',b'8781700',b'board trustees-city colleges of chicago - truman',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
13,0.618821382523,22,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11640 s wentworth ave',b'',b'',b'23',b'',b'',b'9284041',b'chicago state university - gingerbread house',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
13,0.618821382523,23,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11640 s wentworth ave',b'',b'',b'23',b'',b'',b'9284041',b'chicago state university - gingerbread house',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
14,0.618821382523,24,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'124 e 113th st',b'',b'',b'24',b'',b'',b'7858163',b'chicago state university - academy of early education',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
14,0.618821382523,25,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'124 e 113th st',b'',b'',b'24',b'',b'',b'7858163',b'chicago state university - academy of early education',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
16,0.618821382523,26,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1300 e 75th st',b'',b'',b'26',b'',b'',b'4930000',b'easter seals society of metropolitan chicago - stepping stones early/childhood lear',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
17,0.618821382523,27,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1312 s racine ave',b'',b'',b'28',b'',b'',b'7466024',b'marcy newberry association - fosco abla center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
17,0.618821382523,28,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1312 s racine ave',b'',b'',b'28',b'',b'',b'7466024',b'marcy newberry association - fosco abla center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
18,0.569058875243,29,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.usc.salvationarmy.com',b'',b'no',b'zoraida fernandini',b'1345 n karlov',b'',b'claudia rowland',b'29',b'',b'humboldt park',b'2764118',b'salvation army - incarnation / salvation army',b'',b'',b'salvation army',b'extended day',b'60651',b'',b'yes',b'',b'',b'',b'',b'zoraida fernandini',b'no',b''
19,0.618821382523,30,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1354 w 61st st',b'',b'',b'30',b'',b'',b'4715100',b'abraham lincoln centre - hope presbyterian church',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
20,0.614311320441,31,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',"b'2488it(child care it center), 7030ps(hs collaboration with c'",b'cps_early_childhood_portal_scrape.csv',b'www.catholiccharities.net',b'',b'no',"b""deborah o'brien""",b'1449 s keeler',b'',b'laura rios',b'32',b'',b'north lawndale',b'5213126',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'catholic charities of the archdiocese of chicago',b'half day/full day',b'60623',b'',b'yes',b'',b'',b'',b'',"b""deborah o'brien""",b'yes',b''
20,0.614311320441,32,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',"b'2488it(child care it center), 7030ps(hs collaboration with c'",b'cps_early_childhood_portal_scrape.csv',b'www.catholiccharities.net',b'',b'no',"b""deborah o'brien""",b'1449 s keeler',b'',b'laura rios',b'32',b'',b'north lawndale',b'5213126',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'catholic charities of the archdiocese of chicago',b'half day/full day',b'60623',b'',b'yes',b'',b'',b'',b'',"b""deborah o'brien""",b'yes',b''
21,0.618821,33,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - North Austin / LSSI,1500 N Mason Ave ,,2371930,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1500 n mason ave',b'',b'',b'33',b'',b'',b'2371930',b'lutheran social services of illinois - north austin / lssi',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
22,0.618821,34,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - New Birth,1500 W 69th St ,,4710699,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1500 w 69th st',b'',b'',b'34',b'',b'',b'4710699',b'marcy newberry association - new birth',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
23,0.586650113265,35,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Mt. Moriah-Taylor / CYC,1501 N Harding Ave ,,2785837,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'7065ps(hs collaboration with childcare & prek)',b'cps_early_childhood_portal_scrape.csv',b'www.chicagoyouthcenters.org',b'',b'no',b'elizabeth heilbronn',b'1501 n harding',b'',b'harry wells',b'35',b'',b'humboldt park',b'2785837',b'chicago youth centers - mt. moriah-taylor / cyc',b'',b'',b'chicago youth centers',b'extended day',b'60651',b'',b'yes',b'',b'',b'',b'',b'elizabeth heilbronn',b'no',b''
24,0.632498136589,36,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',"b'2751it(child care it center), 7135ps(hs collaboration with c'",b'cps_early_childhood_portal_scrape.csv',b'www.marcy-newberry.org',b'',b'no',b'barbara tucker',b'1539 s springfield avenue',b'',b'gertrude ricks',b'37',b'',b'north lawndale',b'7612300',b'marcy newberry association',b'',b'',b'marcy newberry association',b'half day/full day',b'60623',b'',b'yes',b'child care',b'',b'',b'',b'barbara tucker',b'yes',b''
24,0.632498136589,37,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',"b'2751it(child care it center), 7135ps(hs collaboration with c'",b'cps_early_childhood_portal_scrape.csv',b'www.marcy-newberry.org',b'',b'no',b'barbara tucker',b'1539 s springfield avenue',b'',b'gertrude ricks',b'37',b'',b'north lawndale',b'7612300',b'marcy newberry association',b'',b'',b'marcy newberry association',b'half day/full day',b'60623',b'',b'yes',b'child care',b'',b'',b'',b'barbara tucker',b'yes',b''
25,0.618821,38,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - Morse,1545 W Morse Ave ,,2621390,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1545 w morse ave',b'',b'',b'38',b'',b'',b'2621390',b'mary crane league - mary crane - morse',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
26,0.618821,39,CPS_Early_Childhood_Portal_scrape.csv, South Shore Bible - Maranatha,1631 E 71st St ,,4937500,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1631 e 71st st',b'',b'',b'39',b'',b'',b'4937500',b'south shore bible - maranatha',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
27,0.548278999329,40,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Taylor Center for New Experiences,1633 N Hamlin Ave ,,2278551,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'http://chicagocommons.org',b'08/31/14',b'',b'',b'1633 n hamlin ave',b'',b'',b'2889',b'',b'',b'2278551',b'chicago commons association - taylor center for new experiences',b'powellv@chicagocommons.org',b'',b'',b'extended day',b'60647',b'',b'',b'',b'',b'',b'',b'',b'',b'283654'
28,0.618821,41,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Ebenezer,1652 W Foster Ave ,,8789925,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1652 w foster ave',b'',b'',b'41',b'',b'',b'8789925',b'catholic charities of the archdiocese of chicago - ebenezer',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
29,0.593610515197,42,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',"b'2626it(child care it center), 3402ps(hs collaboration with c'",b'cps_early_childhood_portal_scrape.csv',b'www.chicagocommons.org',b'',b'no',b'jenny seacat',b'1653 w 43rd st',b'',b'dan valliere',b'42',b'',b'new city',b'8262669',b'chicago commons association - paulo freire',b'',b'',b'chicago commons association',b'half day/full day',b'60609',b'',b'yes',b'child care',b'',b'',b'',b'nilda vargas',b'yes',b''
30,0.618821382523,43,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1701 w superior st',b'',b'',b'43',b'',b'',b'5635800',b'erie neighborhood house - erie community center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
31,0.580887055397,44,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.elvalor.org',b'',b'no',b'sara matta',b'1711 w 35th st',b'',b'vincent allocco',b'44',b'',b'mckinley park',b'2547700',b'el valor - little tykes i',b'',b'',b'el valor',b'extended day',b'60609',b'',b'yes',b'',b'',b'',b'',b'sara matta',b'no',b''
31,0.580887055397,45,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.elvalor.org',b'',b'no',b'sara matta',b'1711 w 35th st',b'',b'vincent allocco',b'44',b'',b'mckinley park',b'2547700',b'el valor - little tykes i',b'',b'',b'el valor',b'extended day',b'60609',b'',b'yes',b'',b'',b'',b'',b'sara matta',b'no',b''
