Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Fax,canonical_Number per Site EHS,canonical_Head Start Fund,canonical_Program Name,canonical_Executive Director,canonical_Source,canonical_Center Director,canonical_Email Address,canonical_Progmod,canonical_Eearly Head Start Fund,canonical_Address,canonical_Number per Site HS,canonical_ECE Available Programs,canonical_Id,canonical_NAEYC Program Id,canonical_Program Option,canonical_Phone,canonical_Site name,canonical_Purple binder service type,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Length of Day,canonical_Zip,canonical_Agency,canonical_CC fund,canonical_Column2,canonical_Column,canonical_Director,canonical_IDHS Provider ID,canonical_NAEYC Valid Until,canonical_Website,canonical_Ounce of Prevention Description
9,0.569201231003,15,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1100 s may st',b'',b'',b'14',b'',b'',b'6663787',b'catholic charities of the archdiocese of chicago - cordia marian',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
822,,16,CPS_Early_Childhood_Portal_scrape.csv, Thresholds - Thresholds Mothers' Project,1110 W Belmont Ave ,,4723558,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.631271243095,17,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,,6267760,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1120 n lamon ave',b'',b'',b'1233',b'',b'',b'6267760',b'bethel new life - molade child development center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
813,0.631271243095,18,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center - South-East Asia Center(Ainslie),1124 W Ainslie St ,,9897433,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1124 w ainslie st',b'',b'',b'18',b'',b'',b'9897433',b'south east asia center - south-east asia center(ainslie)',b'',b'',b'',b'part day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
91,0.620659351349,19,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11410 s edbrooke ave',b'',b'',b'1235',b'',b'',b'4681918',b'ada s. mckinley community services - mckinley - roseland',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
91,0.620659351349,20,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11410 s edbrooke ave',b'',b'',b'1235',b'',b'',b'4681918',b'ada s. mckinley community services - mckinley - roseland',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
11,0.631271,21,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Truman,1145 W Wilson Ave ,,8781700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1145 w wilson ave',b'',b'',b'21',b'',b'',b'8781700',b'board trustees-city colleges of chicago - truman',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
12,0.631271243095,22,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11640 s wentworth ave',b'',b'',b'23',b'',b'',b'9284041',b'chicago state university - gingerbread house',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
12,0.631271243095,23,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'11640 s wentworth ave',b'',b'',b'23',b'',b'',b'9284041',b'chicago state university - gingerbread house',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
13,0.631271243095,24,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'124 e 113th st',b'',b'',b'24',b'',b'',b'7858163',b'chicago state university - academy of early education',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
13,0.631271243095,25,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'124 e 113th st',b'',b'',b'24',b'',b'',b'7858163',b'chicago state university - academy of early education',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
645,0.631271243095,26,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1300 e 75th st',b'',b'',b'26',b'',b'',b'4930000',b'easter seals society of metropolitan chicago - stepping stones early/childhood lear',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
14,0.631271243095,27,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1312 s racine ave',b'',b'',b'28',b'',b'',b'7466024',b'marcy newberry association - fosco abla center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
14,0.631271243095,28,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1312 s racine ave',b'',b'',b'28',b'',b'',b'7466024',b'marcy newberry association - fosco abla center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
2,0.558307528496,29,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.usc.salvationarmy.com',b'',b'no',b'zoraida fernandini',b'1345 n karlov',b'',b'claudia rowland',b'29',b'',b'humboldt park',b'2764118',b'salvation army - incarnation / salvation army',b'',b'',b'salvation army',b'extended day',b'60651',b'',b'yes',b'',b'',b'',b'',b'zoraida fernandini',b'no',b''
15,0.631271243095,30,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1354 w 61st st',b'',b'',b'30',b'',b'',b'4715100',b'abraham lincoln centre - hope presbyterian church',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
17,0.631271243095,31,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1449 s keeler ave',b'',b'',b'32',b'',b'',b'5213126',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
17,0.631271243095,32,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1449 s keeler ave',b'',b'',b'32',b'',b'',b'5213126',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
18,0.631271,33,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - North Austin / LSSI,1500 N Mason Ave ,,2371930,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1500 n mason ave',b'',b'',b'33',b'',b'',b'2371930',b'lutheran social services of illinois - north austin / lssi',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
19,0.631271,34,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - New Birth,1500 W 69th St ,,4710699,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1500 w 69th st',b'',b'',b'34',b'',b'',b'4710699',b'marcy newberry association - new birth',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
725,0.437156483531,35,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Mt. Moriah-Taylor / CYC,1501 N Harding Ave ,,2785837,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'7065ps(hs collaboration with childcare & prek)',b'cps_early_childhood_portal_scrape.csv',b'www.chicagoyouthcenters.org',b'',b'no',b'elizabeth heilbronn',b'1501 n harding',b'',b'harry wells',b'35',b'',b'humboldt park',b'2785837',b'chicago youth centers - mt. moriah-taylor',b'',b'',b'chicago youth centers',b'extended day',b'60651',b'',b'yes',b'child care',b'',b'',b'',b'elizabeth heilbronn',b'no',b''
793,0.621128842235,36,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1539 s springfield ave',b'',b'',b'37',b'',b'',b'7612300',b'marcy newberry association - marcy center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
793,0.621128842235,37,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1539 s springfield ave',b'',b'',b'37',b'',b'',b'7612300',b'marcy newberry association - marcy center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
20,0.631271,38,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - Morse,1545 W Morse Ave ,,2621390,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1545 w morse ave',b'',b'',b'38',b'',b'',b'2621390',b'mary crane league - mary crane - morse',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
21,0.631271,39,CPS_Early_Childhood_Portal_scrape.csv, South Shore Bible - Maranatha,1631 E 71st St ,,4937500,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1631 e 71st st',b'',b'',b'39',b'',b'',b'4937500',b'south shore bible - maranatha',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
23,0.631271243095,40,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Taylor Center for New Experiences,1633 N Hamlin Ave ,,2278551,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'head start',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1633 n hamlin ave',b'',b'',b'482',b'',b'',b'2278551',b'chicago commons association - taylor center for new experiences',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
25,0.631271,41,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Ebenezer,1652 W Foster Ave ,,8789925,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1652 w foster ave',b'',b'',b'41',b'',b'',b'8789925',b'catholic charities of the archdiocese of chicago - ebenezer',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
37,0.631271243095,42,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1653 w 43rd st',b'',b'',b'42',b'',b'',b'8262669',b'chicago commons association - paulo freire',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
26,0.631271243095,43,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'state pre-kindergarten',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1701 w superior st',b'',b'',b'43',b'',b'',b'5635800',b'erie neighborhood house - erie community center',b'',b'',b'',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
27,0.57762491703,44,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.elvalor.org',b'',b'no',b'sara matta',b'1711 w 35th st',b'',b'vincent allocco',b'44',b'',b'mckinley park',b'2547700',b'el valor - little tykes i',b'',b'',b'el valor',b'extended day',b'60609',b'',b'yes',b'',b'',b'',b'',b'sara matta',b'no',b''
27,0.57762491703,45,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'www.elvalor.org',b'',b'no',b'sara matta',b'1711 w 35th st',b'',b'vincent allocco',b'44',b'',b'mckinley park',b'2547700',b'el valor - little tykes i',b'',b'',b'el valor',b'extended day',b'60609',b'',b'yes',b'',b'',b'',b'',b'sara matta',b'no',b''
28,0.631271,46,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Pilsen,1711 W Garfield Blvd ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1711 w garfield blvd',b'',b'',b'46',b'',b'',b'',b'childserv - pilsen',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
29,0.631271243095,47,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'child care',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'1718 s loomis blvd',b'',b'',b'593',b'',b'',b'5639796',b'el hogar del nino/cuidar - el hogar del nino/el centro - loomis',b'',b'',b'',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
